year,road_name,road_category,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,direction_of_travel,buses_and_coaches,all_HGVs,2_axle,3_axle,4_axle,5_axle,6_axle,7_axle,Mean GVW
2023,M6,TM,6,LA Boundary,407000,292500,52.530325,-1.8982441,N,25,10788,2502,593,580,1446,5651,17,31508.417925665028
2023,M6,TM,6,LA Boundary,407000,292500,52.530325,-1.8982441,S,34,11454,2523,560,657,1613,6084,19,32010.77836941341
2023,M6,TM,8W,9,401100,296000,52.561832,-1.9852051,E,126,15843,3508,840,555,2290,8636,15,32349.734221156275
2023,M6,TM,8W,9,401100,296000,52.561832,-1.9852051,W,120,14378,3509,746,659,2674,6777,15,30827.137343532686
2023,M6,TM,13,14,392220,319740,52.77519,-2.1167669,N,83,9423,1953,473,325,1685,4982,4,32323.80800254723
2023,M6,TM,13,14,392220,319740,52.77519,-2.1167669,S,89,9745,1814,392,289,1659,5586,5,33507.74581836839
2023,M6,TM,22,23,359100,396360,53.462387,-2.6174981,N,58,7298,1127,395,494,2233,3039,11,31477.369913686805
2023,M6,TM,22,23,359100,396360,53.462387,-2.6174981,S,76,7351,1193,355,488,2339,2966,10,31455.090463882465
2023,M6,TM,26,27,353838,408487,53.570945,-2.6985387,N,105,5372,963,196,388,1352,2466,7,31954.07799702159
2023,M6,TM,26,27,353838,408487,53.570945,-2.6985387,S,127,5643,894,267,264,1474,2737,7,32565.428318270424
2023,M6,TM,31A,32,356500,432900,53.790586,-2.6617764,E,108,6110,1183,202,686,2530,1493,16,28500.289198036007
2023,M6,TM,31A,32,356500,432900,53.790586,-2.6617764,W,76,5669,822,221,455,625,3532,15,34638.21287477954
2023,M6,TM,LA Boundary,36,352800,477600,54.191979,-2.7248809,N,27,3795,540,97,136,382,2636,4,36063.4115942029
2023,M6,TM,LA Boundary,36,352800,477600,54.191979,-2.7248809,S,39,4314,555,108,176,461,3012,3,36254.2090382387
2023,M6,TM,40,41,350125,530802,54.669809,-2.7748457,N,96,4126,465,198,184,516,2762,3,36102.632994186046
2023,M6,TM,40,41,350125,530802,54.669809,-2.7748457,S,90,4612,420,164,164,722,3139,3,36543.17324371206
2023,M11,TM,11,12,543478,253852,52.164295,0.096300989,N,70,4745,610,180,186,813,2953,4,35113.50737463127
2023,M11,TM,11,12,543478,253852,52.164295,0.096300989,S,78,4447,526,171,150,1140,2456,3,34641.62932973459
2023,M18,TM,LA Boundary,M62 / M18,468480,420010,53.672086,-0.96491325,N,43,6039,1020,391,223,585,3816,4,34226.8620632555
2023,M18,TM,LA Boundary,M62 / M18,468480,420010,53.672086,-0.96491325,S,23,6209,989,383,193,624,4016,4,34537.102270897085
2023,M27,TM,10,11,458600,107400,50.863147,-1.1687154,E,95,2930,826,223,338,520,1011,13,27578.48311156602
2023,M27,TM,10,11,458600,107400,50.863147,-1.1687154,W,88,3103,1060,145,331,534,1021,12,26517.73251691911
2023,M40,TM,2,1A,500188,186122,51.565084,-0.55597643,E,214,4786,1722,261,325,829,1637,13,26780.388761228325
2023,M40,TM,2,1A,500188,186122,51.565084,-0.55597643,W,196,4797,1764,309,344,781,1587,13,26123.52209253856
2023,M53,TM,5,4,332900,380400,53.31626,-3.0086674,E,54,1498,342,125,88,170,769,4,31101.441255006677
2023,M53,TM,5,4,332900,380400,53.31626,-3.0086674,W,64,1310,326,138,79,165,598,3,29572.69900687548
2023,M54,TM,7,6,364600,310325,52.689447,-2.5251623,E,49,2566,644,150,176,587,1004,4,29629.817543859648
2023,M54,TM,7,6,364600,310325,52.689447,-2.5251623,W,49,2602,653,152,179,596,1018,4,29532.303996925442
2023,M56,TM,6,5,380725,386100,53.371406,-2.2911611,N,196,4092,1002,232,292,1205,1350,11,28626.03983382209
2023,M56,TM,6,5,380725,386100,53.371406,-2.2911611,S,148,4325,1004,303,344,605,2057,11,30650.360083256244
2023,M56,TM,11,LA Boundary,358597,381532,53.329073,-2.6231231,E,80,6292,1022,332,282,1126,3523,7,33445.99507310871
2023,M56,TM,11,LA Boundary,358597,381532,53.329073,-2.6231231,W,80,5951,908,304,236,775,3721,7,34637.70542765922
2023,M61,TM,LA Boundary,8,361335,414631,53.626774,-2.586102,N,81,3023,724,83,185,739,1285,6,30547.832561217736
2023,M61,TM,LA Boundary,8,361335,414631,53.626774,-2.586102,S,94,3133,894,132,240,547,1312,6,29362.68827850527
2023,M62,PM,5,6,345000,389306,53.397702,-2.8286149,E,50,1154,361,67,87,273,364,2,27078.113518197573
2023,M62,PM,5,6,345000,389306,53.397702,-2.8286149,W,47,1122,372,50,74,260,363,2,27125.57627118644
2023,M602,TM,M62,A576,377700,398847,53.485861,-2.3375323,E,39,1832,528,143,206,379,571,6,27140.90561920349
2023,M602,TM,M62,A576,377700,398847,53.485861,-2.3375323,W,78,2761,916,155,288,443,953,8,26999.834600072387
2023,M60,TM,LA Boundary,17,380000,404480,53.536585,-2.3032331,E,129,9510,1794,444,664,1861,4734,13,32043.94490010515
2023,M60,TM,LA Boundary,17,380000,404480,53.536585,-2.3032331,W,165,9247,1691,513,469,2356,4207,13,31913.38014920532
2023,M62,TM,LA Boundary,LA Boundary,415064,420911,53.684442,-1.7733937,E,90,9058,1982,419,422,1906,4322,6,31541.858562437894
2023,M62,TM,LA Boundary,LA Boundary,415064,420911,53.684442,-1.7733937,W,78,9121,2416,416,379,1883,4023,5,30226.88489366367
2023,M62,TM,29,30,433800,425850,53.72796,-1.4891853,E,39,8615,1800,481,462,2652,3207,15,29977.936404781245
2023,M62,TM,29,30,433800,425850,53.72796,-1.4891853,W,38,7897,1733,475,384,2217,3077,13,30128.92796556526
2023,M62,TM,LA Boundary,35,465002,420804,53.679665,-1.017384,E,14,6255,534,326,230,657,4500,6,37102.4340316648
2023,M62,TM,LA Boundary,35,465002,420804,53.679665,-1.017384,W,29,5925,609,307,267,564,4172,7,36448.57964900439
2023,M60,TM,10,9,376940,396250,53.462485,-2.3487937,E,45,3317,876,195,233,489,1516,10,29857.764386863513
2023,M60,TM,10,9,376940,396250,53.462485,-2.3487937,W,55,3322,857,199,254,548,1454,10,29799.666465984348
2023,M180,TM,2,3,482000,407170,53.554762,-0.76368793,E,30,6072,420,177,145,327,4997,4,39229.913509060956
2023,M180,TM,2,3,482000,407170,53.554762,-0.76368793,W,27,6059,431,182,123,153,5168,4,39545.42336248144
2023,M53,TM,8,7,339414,378000,53.295477,-2.9104441,E,33,2235,442,126,157,284,1219,6,32332.606087735003
2023,M53,TM,8,7,339414,378000,53.295477,-2.9104441,W,36,2030,362,136,157,245,1123,6,32417.84918679152
2023,M3,TM,6,A30,465280,151600,51.259833,-1.0658495,N,43,1478,584,86,115,207,482,3,25705.45836154367
2023,M3,TM,6,A30,465280,151600,51.259833,-1.0658495,S,36,1272,413,81,108,254,414,3,26779.761194029852
2023,M3,TM,13,14 / M27,443670,119000,50.96877,-1.3794569,N,148,5050,957,299,310,588,2887,8,32689.651020003963
2023,M3,TM,13,14 / M27,443670,119000,50.96877,-1.3794569,S,154,4994,935,307,254,495,2996,7,33436.15138165799
2023,M6,TM,M6 Junc 44,A74(M) / M6 Junc 45,335001,565313,54.978164,-3.0170775,N,94,3345,221,105,155,1275,1588,2,34591.58398087268
2023,M6,TM,M6 Junc 44,A74(M) / M6 Junc 45,335001,565313,54.978164,-3.0170775,S,142,3917,349,124,182,1513,1747,2,33745.739851927494
2023,M3,TM,2,1,506600,167200,51.393834,-0.46920916,E,47,872,359,81,85,102,242,3,24353.881880733945
2023,M3,TM,2,1,506600,167200,51.393834,-0.46920916,W,48,951,415,88,87,115,245,3,23516.81427072403
2023,M23,TM,9,8,530976,143452,51.175313,-0.12773144,N,199,2922,855,231,304,442,1081,10,27568.57988368115
2023,M23,TM,9,8,530976,143452,51.175313,-0.12773144,S,191,2754,985,169,256,407,928,10,26277.81270417423
2023,M27,TM,3,4,438600,117600,50.956542,-1.4518045,E,149,4607,960,314,317,541,2464,11,31708.324289125245
2023,M27,TM,3,4,438600,117600,50.956542,-1.4518045,W,129,4533,923,309,334,471,2484,12,32075.81138318994
2023,M62,TM,11,LA Boundary,368707,393606,53.438294,-2.47253,E,78,7498,1269,329,506,922,4459,13,33819.6065617498
2023,M62,TM,11,LA Boundary,368707,393606,53.438294,-2.47253,W,69,6840,1244,225,480,952,3928,12,33233.314720070164
2023,M42,TM,4,5,415780,277263,52.393164,-1.7695351,N,112,7367,1651,387,451,1339,3529,10,31233.592507126374
2023,M42,TM,4,5,415780,277263,52.393164,-1.7695351,S,161,7106,1575,372,459,1288,3403,9,31097.4589079651
2023,M58,TM,4,5,348444,404917,53.538356,-2.7793926,E,39,2173,455,149,165,285,1112,7,31253.900598251264
2023,M58,TM,4,5,348444,404917,53.538356,-2.7793926,W,52,1898,428,128,136,374,828,5,30513.728278041075
2023,M25,TM,A21,4,549600,162940,51.345859,0.14664632,E,27,697,270,68,118,144,92,4,22120.521551724138
2023,M25,TM,A21,4,549600,162940,51.345859,0.14664632,W,22,863,312,75,140,147,182,5,23569.96051103368
2023,M25,TM,9,8,522100,153680,51.269202,-0.25115917,E,59,6903,1364,398,331,1973,2825,14,31016.599710354814
2023,M25,TM,9,8,522100,153680,51.269202,-0.25115917,W,67,6739,1296,404,304,1935,2787,14,30977.77952522255
2023,M25,TM,LA Boundary,29,558360,185100,51.542583,0.28222971,N,146,13145,2503,357,601,3720,5950,13,31927.971393791846
2023,M25,TM,LA Boundary,29,558360,185100,51.542583,0.28222971,S,107,13734,2119,534,538,3453,7077,13,33294.469346148246
2023,M60,TM,2,1,387894,390148,53.408006,-2.1835707,E,102,3189,995,196,229,331,1431,7,28692.547820633426
2023,M60,TM,2,1,387894,390148,53.408006,-2.1835707,W,90,3751,1213,346,237,649,1298,7,26848.9912
2023,M54,TM,1,M6 (10A),395134,304348,52.636857,-2.0733381,E,50,2996,942,199,162,518,1167,7,27879.698831385642
2023,M54,TM,1,M6 (10A),395134,304348,52.636857,-2.0733381,W,52,2704,667,172,144,368,1349,4,30980.663831360947
2023,M50,TM,4,3,365600,225670,51.928474,-2.5016862,E,25,2421,602,106,29,133,1551,1,33099.608175061934
2023,M50,TM,4,3,365600,225670,51.928474,-2.5016862,W,27,2171,585,109,26,179,1272,1,32291.554788213627
2023,M65,TM,6,7,372103,429592,53.761928,-2.424644,E,63,2051,640,103,167,197,937,8,29000.083333333332
2023,M65,TM,6,7,372103,429592,53.761928,-2.424644,W,68,2058,641,181,198,232,797,8,27532.45746232377
2023,M40,TM,8,A40,462000,204847,51.738909,-1.1035084,E,142,917,394,69,87,216,150,2,22445.297385620914
2023,M40,TM,8,A40,462000,204847,51.738909,-1.1035084,W,119,965,424,73,115,226,125,2,21526.940932642487
2023,M2,TM,SPUR,5,585623,162299,51.329489,0.6630074,E,42,5858,864,280,383,3060,1258,12,29254.866484548405
2023,M2,TM,SPUR,5,585623,162299,51.329489,0.6630074,W,3,2139,283,103,121,1301,330,1,28742.00935016363
2023,M6,TM,15,A500,384997,342075,52.975812,-2.2248737,C,97,4398,929,223,269,950,2021,7,31296.448738349623
2023,M275,TM,M275 Triangle,M27,464600,104600,50.837333,-1.083965,C,171,952,229,87,90,295,249,2,27660.73949579832
2023,M42,TM,2,3,406930,273025,52.355246,-1.8996734,E,72,6473,1547,331,354,1023,3211,6,31397.176606922127
2023,M42,TM,2,3,406930,273025,52.355246,-1.8996734,W,74,6240,1535,296,318,1379,2707,5,30321.45721153846
2023,M4,TM,LA Boundary,A312,510442,178249,51.492409,-0.41056595,E,408,3401,1706,170,330,428,755,12,22141.44251690679
2023,M4,TM,LA Boundary,A312,510442,178249,51.492409,-0.41056595,W,441,3641,1828,179,369,417,833,14,22344.417032967034
2023,M4,TM,Junction 18 M4,LA Boundary,377107,178227,51.50251,-2.3312108,E,126,4610,685,255,246,768,2653,4,33917.18629364563
2023,M4,TM,Junction 18 M4,LA Boundary,377107,178227,51.50251,-2.3312108,W,125,4550,891,75,132,207,3242,2,35329.61705869422
2023,M62,TM,M62,M18,468112,421104,53.681966,-0.97024286,C,30,5511,904,349,187,544,3525,4,34550.98911663341
2023,M40,TM,M42 (3A),M40 (3A),413000,272188,52.347612,-1.8105825,C,106,4223,1181,203,176,610,2049,4,30517.085247454415
2023,M40,TM,10,9,454870,221080,51.885587,-1.2041891,N,155,7179,1947,273,294,1672,2987,7,29748.05947075209
2023,M40,TM,10,9,454870,221080,51.885587,-1.2041891,S,149,7345,1819,202,317,1741,3261,6,30799.42540157909
2023,M40,TM,15,14,427000,262255,52.257807,-1.6058584,E,150,5605,1687,182,310,1077,2340,10,29225.374777024615
2023,M40,TM,15,14,427000,262255,52.257807,-1.6058584,W,155,5386,1678,210,256,1013,2220,9,28951.485332343113
2023,M3,TM,Junction 4A M3,Junction 4 M3,485430,157297,51.308388,-0.7757795,E,199,3092,770,174,249,898,996,6,28542.452311671517
2023,M3,TM,Junction 4A M3,Junction 4 M3,485430,157297,51.308388,-0.7757795,W,188,2865,695,169,261,790,944,6,28477.524956369984
2023,M4,TM,37,36,288150,182643,51.53158,-3.6138843,E,69,2242,519,133,163,463,960,4,30128.879571810885
2023,M4,TM,37,36,288150,182643,51.53158,-3.6138843,W,59,2043,465,97,129,497,851,4,30540.46402349486
2023,M4,TM,46,45,266797,199689,51.680122,-3.9280292,E,97,2048,672,113,178,439,643,4,26650.939482674476
2023,M4,TM,46,45,266797,199689,51.680122,-3.9280292,W,97,1929,600,133,132,199,862,5,28823.752977731747
2023,M8,TM,6,5,279500,662100,55.837028,-3.9256456,E,65,4580,1676,369,487,1184,852,11,23871.669360122298
2023,M8,TM,6,5,279500,662100,55.837028,-3.9256456,W,98,4564,1741,379,482,1136,815,12,23644.338882803942
2023,M9,TM,1a,1,312020,673807,55.949213,-3.4104043,N,163,2504,484,169,197,251,1395,8,32367.913738019168
2023,M9,TM,1a,1,312020,673807,55.949213,-3.4104043,S,182,2862,594,186,204,580,1289,8,30956.27298147501
2023,M9,TM,5,4,293700,679140,55.993401,-3.7057366,E,21,1328,280,124,112,375,433,4,28860.205572289156
2023,M9,TM,5,4,293700,679140,55.993401,-3.7057366,W,20,1424,328,133,122,420,416,4,27886.441321152495
2023,M73,TM,LA boundary,LA Boundary,270010,666540,55.87443,-4.0791973,N,39,3426,731,179,341,1044,1124,7,29373.22679509632
2023,M73,TM,LA boundary,LA Boundary,270010,666540,55.87443,-4.0791973,S,36,3762,771,137,332,1059,1455,8,30691.66985645933
2023,M74,TM,6,LA Boundary,272599,656829,55.787925,-4.0332905,C,405,8402,1859,731,677,3191,1931,14,27490.599071760087
2023,M80,TM,4,5,279300,679750,55.995469,-3.9367259,E,122,2984,371,37,211,1122,1231,11,32587.88333892055
2023,M80,TM,4,5,279300,679750,55.995469,-3.9367259,W,140,3468,688,184,246,1109,1234,7,29930.459342560553
2023,M8,TM,15,14,260788,665897,55.866081,-4.2261407,E,646,2291,729,257,229,303,766,8,26137.260034904015
2023,M8,TM,15,14,260788,665897,55.866081,-4.2261407,W,683,2051,660,237,222,303,619,8,25629.15812591508
2023,M8,TM,25,24,254000,664600,55.852428,-4.3338137,E,230,2585,678,236,226,260,1176,9,29214.63056092843
2023,M8,TM,25,24,254000,664600,55.852428,-4.3338137,W,231,2600,674,208,235,277,1197,10,29377.40253748558
2023,M9,TM,8,7,287300,684900,56.043665,-3.8107025,E,53,2455,595,98,148,1159,452,5,27268.310134310133
2023,M9,TM,8,7,287300,684900,56.043665,-3.8107025,W,41,2554,497,156,186,1098,613,6,28535.019561815338
2023,M90,TM,8,9,313700,710000,56.274598,-3.3952276,N,96,1193,380,69,71,211,460,1,28157.896812080537
2023,M90,TM,8,9,313700,710000,56.274598,-3.3952276,S,79,1321,478,102,78,266,395,1,26173.025
2023,M1,TM,7,8,509757,207000,51.750952,-0.4114305,N,173,9140,2293,535,628,2093,3576,15,29593.79737417943
2023,M1,TM,7,8,509757,207000,51.750952,-0.4114305,S,176,9286,2329,544,637,2126,3633,15,29496.377423524344
2023,M1,TM,21A,22,451600,306300,52.651984,-1.2386883,N,97,7438,951,364,419,1366,4324,14,34565.97983328852
2023,M1,TM,21A,22,451600,306300,52.651984,-1.2386883,S,104,7734,1083,252,330,940,5118,12,35655.65636716225
2023,M1,TM,Junction 26,Junction 27,450890,346600,53.014293,-1.2429122,N,99,8601,1584,557,433,1449,4572,7,32437.771913508488
2023,M1,TM,Junction 26,Junction 27,450890,346600,53.014293,-1.2429122,S,116,9394,1393,554,469,1604,5363,9,33743.04333475298
2023,M1,TM,31,32,448000,386800,53.375884,-1.2799583,N,184,9829,1642,554,403,2245,4977,7,32606.723341473342
2023,M1,TM,31,32,448000,386800,53.375884,-1.2799583,S,117,10081,1655,326,550,2110,5431,9,33460.1461164567
2023,M1,TM,36,37,433959,401411,53.508295,-1.4894315,N,64,4585,1205,144,241,597,2392,7,31420.97056258177
2023,M1,TM,36,37,433959,401411,53.508295,-1.4894315,S,69,4623,1091,127,296,636,2467,6,31868.410339606315
2023,M1,TM,41,42,431500,425120,53.721542,-1.5241181,N,132,7086,1250,526,395,1328,3577,9,32302.098659139025
2023,M1,TM,41,42,431500,425120,53.721542,-1.5241181,S,173,6809,1376,273,455,1733,2964,9,31297.90146842878
2023,M3,TM,4,3,489300,160400,51.335689,-0.71949737,E,224,3381,800,123,263,754,1435,7,30213.151094027202
2023,M3,TM,4,3,489300,160400,51.335689,-0.71949737,W,245,3974,1577,174,224,840,1153,7,25646.761257861635
2023,M3,TM,Junction 8 M3,Junction 7 M3,458400,146670,51.216252,-1.1652379,E,210,3441,1153,123,213,1537,411,5,24630.498547356186
2023,M3,TM,Junction 8 M3,Junction 7 M3,458400,146670,51.216252,-1.1652379,W,175,2931,651,165,181,383,1545,5,31855.8
2023,M4,TM,3,2,514700,178640,51.495077,-0.34913289,E,304,1675,998,149,168,128,224,8,18998.536119402987
2023,M4,TM,3,2,514700,178640,51.495077,-0.34913289,W,345,1892,1160,172,159,150,243,8,18444.89957716702
2023,M4,TM,LA Boundary,6,494700,179600,51.507406,-0.63687954,E,181,4195,1427,218,304,554,1685,8,27873.60533841754
2023,M4,TM,LA Boundary,6,494700,179600,51.507406,-0.63687954,W,180,3965,1396,225,303,426,1607,8,27639.112484237074
2023,M4,TM,12,LA Boundary,468000,169660,51.421882,-1.0234312,E,158,4801,1330,234,318,704,2206,10,29844.141191170347
2023,M4,TM,12,LA Boundary,468000,169660,51.421882,-1.0234312,W,122,4597,1299,216,317,934,1822,9,29054.281705460082
2023,M4,TM,17,16,402446,183032,51.546177,-1.9661206,E,151,4120,707,174,230,1403,1601,3,31130.274647887323
2023,M4,TM,17,16,402446,183032,51.546177,-1.9661206,W,134,3805,686,173,282,1349,1311,3,30221.175604626707
2023,M5,TM,3,LA Boundary,399186,284948,52.462476,-2.0134086,N,75,5230,917,374,320,759,2850,9,32780.88181296615
2023,M5,TM,3,LA Boundary,399186,284948,52.462476,-2.0134086,S,72,4824,796,375,331,632,2683,6,32731.577648766328
2023,M5,TM,8,7,390121,240096,52.059154,-2.1455012,N,78,7207,1665,264,332,1156,3786,3,32015.24049403275
2023,M5,TM,8,7,390121,240096,52.059154,-2.1455012,S,56,5263,1110,237,179,625,3110,3,33260.33947568389
2023,M5,TM,Junction 15/20 M5/M4),Junction 14 M5,367250,189640,51.604638,-2.4742823,N,105,5532,1223,233,533,2730,808,4,26763.39938528295
2023,M5,TM,Junction 15/20 M5/M4),Junction 14 M5,367250,189640,51.604638,-2.4742823,S,87,4729,853,166,296,2158,1251,5,29553.485514908014
2023,M5,TM,Junction 18 M5,merge of feeder roads,352600,178100,51.499839,-2.684245,E,52,3483,586,240,320,895,1433,10,30913.093857634904
2023,M5,TM,Junction 18 M5,merge of feeder roads,352600,178100,51.499839,-2.684245,W,44,3817,780,286,325,1158,1260,9,29134.5743844945
2023,M5,TM,27,LA Boundary,310259,117200,50.947226,-3.2788238,E,162,2581,499,100,81,1739,160,2,26900.34289035258
2023,M5,TM,27,LA Boundary,310259,117200,50.947226,-3.2788238,W,105,2273,393,97,123,1242,415,3,28253.425428948525
2023,M6,TM,M5 merge,M6,402437,294000,52.543849,-1.9654964,E,13,3980,1393,167,203,735,1476,4,27642.454751131223
2023,M6,TM,M5 merge,M6,402437,294000,52.543849,-1.9654964,W,21,3701,1231,239,175,597,1453,5,27859.265135135134
2023,M6,TM,10A,11,396400,304700,52.640032,-2.0546348,N,87,8351,1605,442,361,996,4940,8,33188.27861590038
2023,M6,TM,10A,11,396400,304700,52.640032,-2.0546348,S,73,8091,1540,435,359,994,4756,7,33525.62934124336
2023,M6,TM,15,16,380221,344090,52.993769,-2.2961213,N,113,9586,1702,414,300,1345,5821,3,34065.485341679705
2023,M6,TM,15,16,380221,344090,52.993769,-2.2961213,S,127,9568,1582,413,313,1382,5876,3,34298.81074302435
2023,M6,TM,24,25,356570,399700,53.492203,-2.6560651,N,154,6536,1055,370,339,980,3784,10,33585.24915876415
2023,M6,TM,24,25,356570,399700,53.492203,-2.6560651,S,186,6202,946,401,321,1232,3294,9,33268.341770111234
2023,M6,TM,28,29,355460,423510,53.706106,-2.6762045,N,84,5473,897,219,242,921,3188,7,34065.094994519546
2023,M6,TM,28,29,355460,423510,53.706106,-2.6762045,S,98,5874,948,308,389,1107,3114,8,32700.139087504256
2023,M6,TM,37,38,359860,495400,54.352545,-2.6190814,N,15,3308,279,148,87,623,2169,2,36327.295042321646
2023,M6,TM,37,38,359860,495400,54.352545,-2.6190814,S,9,3794,447,180,94,685,2386,2,35488.79731154454
2023,M6,TM,42,43,343650,554000,54.877569,-2.8797428,N,26,4335,425,106,167,491,3142,4,37408.49111880046
2023,M6,TM,42,43,343650,554000,54.877569,-2.8797428,S,26,4744,453,165,236,395,3490,4,37182.45266708834
2023,M11,TM,8,9,552190,231200,51.958461,0.21348815,N,65,5373,598,249,167,1010,3345,4,35299.30225200074
2023,M11,TM,8,9,552190,231200,51.958461,0.21348815,S,54,5731,658,269,232,1077,3492,4,35002.428471737614
2023,M18,TM,LA Boundary,2,453300,396200,53.459861,-1.198714,E,74,7529,963,223,428,1184,4722,11,35051.10171291993
2023,M18,TM,LA Boundary,2,453300,396200,53.459861,-1.198714,W,76,7773,943,262,469,1533,4555,11,34631.97864402419
2023,M20,TM,5,6,574400,158350,51.297564,0.5001551,E,92,7196,907,323,561,3149,2239,16,30855.343154968727
2023,M20,TM,5,6,574400,158350,51.297564,0.5001551,W,106,6152,918,280,640,3016,1282,16,28835.1727893368
2023,M23,TM,10,9,530400,140000,51.144421,-0.13721666,N,153,2603,753,202,260,308,1072,8,28579.17095658855
2023,M23,TM,10,9,530400,140000,51.144421,-0.13721666,S,137,2289,673,154,232,301,921,8,28199.37352555701
2023,M27,TM,1,2,432300,116180,50.94416,-1.541623,E,64,1343,158,197,160,482,338,8,28258.057334326135
2023,M27,TM,1,2,432300,116180,50.94416,-1.541623,W,62,1212,131,100,112,428,436,5,31342.603135313533
2023,M32,TM,Junction 2 M32,LA Boundary,362437,177160,51.492129,-2.5424388,N,427,1453,515,101,198,326,307,6,24346.516173434273
2023,M32,TM,Junction 2 M32,LA Boundary,362437,177160,51.492129,-2.5424388,S,419,1475,534,117,195,390,235,6,23509.213947190252
2023,M40,TM,4,3,488000,190900,51.610065,-0.73056747,E,290,4032,1375,213,218,728,1491,7,27513.359126984127
2023,M40,TM,4,3,488000,190900,51.610065,-0.73056747,W,239,4194,1465,264,260,680,1518,7,27053.579399141632
2023,M56,TM,4,3,381764,387682,53.385663,-2.2756374,N,280,4008,928,263,336,1281,1192,8,28536.6374750499
2023,M56,TM,4,3,381764,387682,53.385663,-2.2756374,S,295,4273,905,289,300,2044,727,7,27381.412687265918
2023,M56,TM,7,A556,374893,385404,53.364904,-2.3787569,N,100,2273,533,127,251,451,906,5,29494.842938847338
2023,M56,TM,7,A556,374893,385404,53.364904,-2.3787569,S,88,2026,532,74,87,970,361,2,27191.585883514315
2023,M56,TM,14,LA Boundary,350500,377440,53.291597,-2.7440483,E,83,6195,1007,254,398,989,3537,11,33615.34602969658
2023,M56,TM,14,LA Boundary,350500,377440,53.291597,-2.7440483,W,85,6004,862,330,359,632,3810,12,34489.3037468776
2023,M57,TM,LA Boundary,A59,338500,399140,53.485365,-2.9282808,E,57,2753,543,84,111,665,1346,4,32185.282237559026
2023,M57,TM,LA Boundary,A59,338500,399140,53.485365,-2.9282808,W,73,2418,462,123,126,833,870,4,30440.711331679075
2023,M61,TM,3,4,372400,404950,53.540463,-2.4179416,E,74,3647,957,169,276,607,1631,7,29672.194406361392
